epoch,loss,val_loss
0,386.7152388671687,31.75850639343262
1,29.837308429127976,27.63306121826172
2,28.280067307363435,27.196904373168945
3,28.06548109917087,27.330062103271484
4,29.076226455457164,27.189604568481446
5,31.03019430801533,28.651119232177734
6,33.09712271430632,31.207338333129883
