smiles
C(=CC#N)C#N
SCCCCS
CC1=CC=CC2=CC=CC=C21
COCCOC(CCC(CCOCCOC(C)=O)=O)=O
[N]CCNCCN(CCN(CC[N])CC[N])CCN(CCNCC[N])CC[N]CCN(CC[N])CCC
CC(C)(C1=CC=CC=C1)C2=CC(=C(C(=C2)N3N=C4C=CC=CC4=N3)O)C(C)(C)C5=CC=CC=C5
CC(C)(C)CC(C)(C)C1=CC(=C(C=C1)O)N2N=C3C=CC=CC3=N2
CC(C)(C)C1=CC2=C(C=C1)C=C(C(=C2)C#N)C#N
CC(C)(CC1=CC(=CC=C1)CC(C)(C)C#N)C#N
C1=CC=C2C(=C1)C(=C3C=CC=CC3=C2Cl)C=O
CC1=CC=C(C=C1)C2=CC=CC=C2
CC1=CC=C(C=C1)C2=CC=C(C=C2)C
CCCCCCCCCCCCCCCCC#N
CC(C)(C)C1=CC=C(C=C1)C2=CC=C(C=C2)C(C)(C)C
CC1=CN=C2C(=C1C)C=CC3=C(C(=CN=C32)C)C
C1=CC=C(C=C1)OC2=CC=C(C=C2)C#N
CCCCCCCCOC1=C(C=C(C(=C1)C#N)C#N)OCCCCCCCC
C1=CC(=CC=C1C(C2=CC=C(C=C2)N)(C(F)(F)F)C(F)(F)F)N
CC(C)CC(C)(C#CC(C)(CC(C)C)O)O
C1=CC(=C(C=C1[N+](=O)[O-])Cl)N
CCCCCCCCCCCCC1=C(C(=CC(=C1)C)N2N=C3C=CC=CC3=N2)O
C(COCCOCCOCCO)O
CCCCCCCCCCCC(=O)OCCOCC(C1C(C(CO1)OCCO)OCCO)OCCO
C1=CC(=CC=C1S(=O)(=O)C2=CC=C(C=C2)Cl)Cl
C1C=C(C=CC1(Cl)Cl)C2=CC=CC=C2
C1=CC(=CC=C1C#N)C2=CC=C(C=C2)C#N
COC1=CC=C(C=C1)C2=CC=C(C=C2)OC
CC1=CC=CC=C1C2=CC=CC=C2C
CCCCCCCCCCCCOC1=CC=CC=C1[N+](=O)[O-]
CC1=CC=CC(=C1)C2=CC(=CC=C2)C
C1=CC=C(C=C1)C2=CC=C(C=C2)C#N
CC1=CC=C(C=C1)C2=CC=CC=C2C#N
C(C#N)C#N
C1=CC=C2C=C(C=CC2=C1)C#N
CC1=CC(=CC(=C1)C(C)(C)C)C(C)(C)C
CCCCCCCCCCCCCCCCCC#N
C1CC(C(=O)C(C1)C2=CC=CC=C2)C3=CC=CC=C3
C1=CC=C(C=C1)CC(=O)CC2=CC=CC=C2
C(COCCOCCOCCOCCOCOCCOCCO)O
CC(O)CC(O)CC(O)CC(O)CC(O)CC(O)CC
CCOC(=O)C(=C)C#N
CCCCCCCCCCCCC1=CC=C(C=C1)C(=O)O
C1=CC=C(C=C1)C(=O)C2=CC=CC=C2
CC(=O)O
C=C(N(CC(C)CCC)C1=CC=CC=C1/2)C2=C(C(O3)=O)/C(C3=C4)=CC5=C4/C(C(O5)=O)=C6C7=CC=CC=C7N(CC(C)CCC)C/6=O
C=C(N(CC(C)CCC)C1=CC=C(F)C=C1/2)C2=C(C(O3)=O)/C(C3=C4)=CC5=C4/C(C(O5)=O)=C6C7=CC(F)=CC=C7N(CC(C)CCC)C/6=O
C1=CC=C2C(=C1)C(=O)C3=CC=CC=C3C2=O
O=C1C2=C(C=CC(C(C)(C)C)=C2)C(C3=C1C=CC=C3)=O
N#CC(C#N)C1=CC=C(C(C2OCCC2)(C#N)C#N)C=C1
CCCCCCCCOC(C(C#N)C1=C(F)C=C(C(C#N)C#N)C(F)=C1)=O
NC1=CC=C(C#N)C=C1
CCCCCCCCCCCCC1=CC=C(C=C1)S(=O)(=O)O
C1=CC(=C(C#N)C#N)C(=CC1=C(C#N)C#N)F
C(#N)C(=C1C(=C2C(=C(C(=C(C#N)C#N)C(=C2F)F)F)C(=C1F)F)F)C#N
N#C/C(C#N)=C(/C/1=C(C#N)/C#N)\C1=C(C#N)\C#N
C(#N)C(=C1C(=C(C(=C(C#N)C#N)C(=C1F)F)F)F)C#N
C1=C(C(=C(C#N)C#N)C=C(C1=C(C#N)C#N)F)F
N#C/C(C#N)=C(C1=C2C=CC=C1)/C3=C(/C2=C(C#N)/C#N)C=C(C(C)(C)C)C=C3
O=C(C1=C/2C=CC=C1)C3=C(C=CC=C3)C2=C(C#N)/C#N
N#C/C(C#N)=C(C1=C/2C=CC=C1)/C3=C(C=CC=C3)C2=C(C#N)/C#N
N#C/C(C(OC)=O)=C1C2=C(C=CC=C2)C3=C/1C(C(C=CC=C4)=C4/C5=C(C(OC)=O)/C#N)=C5C(C6=C/7C=CC=C6)=C3C7=C(C#N)\C(OC)=O
N#C/C(C(OCC)=O)=C1C2=C(C=CC=C2)C3=C/1C(C(C=CC=C4)=C4/C5=C(C(OCC)=O)/C#N)=C5C(C6=C/7C=CC=C6)=C3C7=C(C#N)\C(OCC)=O
N#C/C(C(OC)=O)=C(C(F)=C/1F)\C(F)=C(F)C1=C(C#N)\C#N
CC1=CC(=C(C#N)C#N)C(=CC1=C(C#N)C#N)C
C1=CC(=C(C#N)C#N)C=C2C1=CC(=C(C#N)C#N)C=C2
C(#N)C(=C(C#N)C#N)C#N
N#C/C(C(OCCCCCCCC)=O)=C(C(F)=C/1F)\C(F)=C(F)C1=C(C#N)\C#N
c1cc(=C(C#N)C#N)ccc1=C(C#N)C#N
C1=CC=C2C(=C1)C(=O)C3=C(C2=O)SC(=C(S3)C#N)C#N
C1(=C(C(=O)C(=C(C1=O)Cl)Cl)Cl)Cl
CC(=C(C#N)C#N)C
C1CC(=C(C#N)C#N)CCC1=C(C#N)C#N
CC(=O)C(=CC1=CC=CC=C1)C(=O)C
C(#N)C1=C(N=C2C(=N1)C3=NC(=C(N=C3C4=NC(=C(N=C24)C#N)C#N)C#N)C#N)C#N
C(#N)C1=C(C(=O)C(=C(C1=O)Cl)Cl)C#N
C(C#N)C(=C(C#N)C#N)N
c1cc(sc1)C=C(C#N)C#N
CC\1=C/C(=N\C#N)/C(=C/C1=N\C#N)C
N#C/C(C(OCCCCCCCC)=O)=C(C=C/1F)\C(F)=CC1=C(C#N)\C#N
CC1=C(C(=O)C(=C(C1=O)[N+](=O)[O-])C)[N+](=O)[O-]
