SE,invalid,num_features,regl2,roc_area,valid,total_correct
11.395371911593193,51,15.0,0.001,0.9285691229752745,11,62.599999999999994
13.326372831908168,49,17.0,0.001,0.904281652119889,10,59.0
13.724731843531975,49,19.0,0.001,0.9073441929649875,10,59.0
10.062883311731069,51,21.0,0.001,0.945005796593887,13,63.19999999999999
11.641074102329231,50,23.0,0.001,0.9345827755040024,12,62.0
10.506510765585748,51,25.0,0.001,0.9411780181089504,12,63.0
10.978911747344982,51,26.0,0.001,0.9458342263404023,11,62.0
8.31371472501889,51,28.0,0.001,0.9674878029041805,12,63.0
9.701801657921028,51,30.0,0.001,0.9531907855777144,12,63.0
12.677362749417675,50,15.0,0.0001,0.9170307496643737,11,61.0
15.086500288635003,47,17.0,0.0001,0.8744610993904328,10,57.0
16.385122542323508,47,19.0,0.0001,0.8772655180743046,10,57.0
13.543238367221555,47,21.0,0.0001,0.9235092311599098,12,59.0
17.531426898889197,44,23.0,0.0001,0.9042380438086937,12,56.0
13.246721144391449,48,25.0,0.0001,0.9248390403134408,11,59.0
12.177713661361027,50,26.0,0.0001,0.9111694702081408,11,61.0
8.826885740118039,50,28.0,0.0001,0.9673304069744091,13,63.8
8.84393589759252,50,30.0,0.0001,0.9641962458879665,13,63.0
12.512400340902666,49,15.0,1e-05,0.926218893320047,12,61.0
14.675531088326093,48,17.0,1e-05,0.8938774915303107,10,58.0
15.817139620463994,49,19.0,1e-05,0.8724444143428698,10,59.0
15.638572806517594,47,21.0,1e-05,0.9035568089084579,12,59.0
17.073780044312834,46,23.0,1e-05,0.874280775254071,11,57.0
13.699755478501542,49,25.0,1e-05,0.9051953769086951,11,60.0
12.331288647927364,50,26.0,1e-05,0.9213313973546811,12,62.0
9.163058513029982,49,28.0,1e-05,0.9672150456466895,11,62.8
8.013066791129583,49,30.0,1e-05,0.9695805642395208,13,62.0
13.097719893035947,49,15.0,1e-06,0.9126470891341643,12,61.0
14.952030579139466,47,17.0,1e-06,0.8814119465824531,11,58.0
17.061951060795668,47,19.0,1e-06,0.8677330732844473,10,57.0
13.099165505837444,48,21.0,1e-06,0.9117806839701486,12,60.0
14.673781261630808,48,23.0,1e-06,0.9052516963903628,12,60.0
12.520845879390047,50,25.0,1e-06,0.9198727076684842,12,62.0
12.114019653631502,50,26.0,1e-06,0.9296307817874909,12,62.0
9.593757870807352,48,28.0,1e-06,0.9608012635484073,14,62.6
10.959974713684625,48,30.0,1e-06,0.9499742754586051,14,62.0
13.07332374534357,50,15.0,1e-07,0.9113386364777583,11,61.0
14.047173766712053,49,17.0,1e-07,0.8954060996521339,11,60.0
16.620732887403843,47,19.0,1e-07,0.875467911513826,10,57.0
14.08206750269835,48,21.0,1e-07,0.9114241375974512,12,60.0
15.967040341784802,46,23.0,1e-07,0.897464901799587,12,58.0
12.402124530151175,49,25.0,1e-07,0.928201460741723,11,60.0
15.057747904437868,48,26.0,1e-07,0.8949952238690131,11,59.0
8.998036234508541,49,28.0,1e-07,0.9656609302967025,14,63.0
12.038049461903174,49,30.0,1e-07,0.9465932620786885,13,62.0
13.05496195477373,50,15.0,1e-08,0.9168524500956207,11,61.0
16.07104023139141,47,17.0,1e-08,0.8629701089478518,10,57.0
16.46661496977875,47,19.0,1e-08,0.8768886306542514,11,58.0
14.57548231882878,48,21.0,1e-08,0.9162437794035216,12,60.0
17.97036626853247,45,23.0,1e-08,0.8842868481885705,11,56.0
13.147682368989512,49,25.0,1e-08,0.9278396535143503,11,60.0
13.180548580992768,49,26.0,1e-08,0.9174411240414246,11,60.0
8.977832700552451,49,28.0,1e-08,0.9672037285897678,14,63.599999999999994
9.466552717974283,48,30.0,1e-08,0.9619034520899314,12,60.0
13.011518474122273,49,15.0,1e-09,0.9126118007077819,12,61.0
15.092663409118074,47,17.0,1e-09,0.8787964110973686,11,58.0
16.924915693506552,47,19.0,1e-09,0.858737084142178,10,57.0
16.2478207625833,45,21.0,1e-09,0.9077759166266586,11,56.0
21.738749682771495,44,23.0,1e-09,0.8621432153729898,11,55.0
13.31123237368843,49,25.0,1e-09,0.9106861355547982,11,60.0
14.614181557233897,48,26.0,1e-09,0.9109907653186877,11,59.0
9.040102443197865,48,28.0,1e-09,0.9666822545620081,14,63.199999999999996
9.900032829410389,50,30.0,1e-09,0.9590134454308652,13,63.0
